title,url,hint,hint_reasons,tags,description,keep,notes
Fadó Chapter One,https://aegiro.itch.io/fado,?,,,"FadÃ³ is an episodic RPG rooted in Irish mythology. The first chapter introduces four story routes, each focusing on different characters, places, and events from Celtic myth. You'll also... - Play as four iconic heroes across each of the four story routes: CÃº Chulainn, Fionn Mac Cumhaill, Saint Brigid and Saint Patrick - Explore a fantastical hand-drawn ancient Ireland - Come face-to-face with legendary allies and otherworldly enemies in lively turn-based battles - Experience an evocative orig",,
Fake Illusions - Encore Update,https://auroriax.itch.io/fake-illusions,REMOVE,-relaxing,,"Fake Illusions is a collection of optical illusions—but some of them are not playing fair! Where some lines only look diagonal, one line actually is, and circles look like they differ in size, but secretly, one of them is bigger or smaller, camouflaged by the illusion. It's your job to point them out! But beware—the fakers will do everything to stay unnoticed... It's the ultimate test of your focus! Featuring more than fifteen illusions about color, perspective, and movement, with lots of varian",,
Falling Skies,https://ironmonger-games.itch.io/fallingskies,?,,,"Falling Skies is a ""modern"" take on the old classic ""Asteroids"" shooter. Inspiration for this game was based off Space Invaders and Galaga. Multiple Power ups for you to obtain to make your life easier! There are 5 unique levels with a big boss fight at the end! Its a short and sweet but a very engaging little game! The sprites used in this project are now available to purchase! with a transparent background its super easy to make cool space shooters and animations! <a href="" Falling"" class=""red",,
Fantom Feast,https://prettysmart.itch.io/fantom-feast,REMOVE,-casual,,"Fantom Feast is a casual arcade game where you control Fantom, a ghost trying to become as big as possible! Eat the smaller ghosts and avoid obstacles to reach the top score! FEATURES Charming characters! Unique enemy ghosts, hazards, and power-ups! Several world types to navigate, each with unique effects on the game! Top score leaderboard! Supports keyboard and controller input!",,
Far from Noise,https://georgebatch.itch.io/far-from-noise,KEEP,"+death,creature",,"You are balanced on the edge of a cliff in an old rusting car. The sun is setting behind the horizon and night will soon fall. With no immediate means of escape, perhaps all that's left is to attempt to feel some connection with the world at the end of it all. Far from Noise is a single-player narrative told through dialogue choices. As day fades to night, experience quiet moments of interaction with a variety of creatures and witness the transformative forces of nature as they happen around you",,
Fat Bear Week,https://teamfatbears.itch.io/fatbearweek,REMOVE,-cute,,"Fat Bear Week Become the fattest bear before winter comes! Roll around eating food and turning into the biggest bear of the forest! Unlock new friends and levels by finding hidden berries! A third person, single player action paced collectathon full of delicious food to eat and secrets to find A full cast of lovable bears to unlock Full controller support The controls are simple and accessible - simply roll, jump and eat everything in your path. Explore a cute and colorful world full of everythi",,
Fate Tectonics,https://robbyduguay.itch.io/fate-tectonics-original-soundtrack,?,,,"Original Soundtrack from Golden Gear's Fate Tectonics, a world-building puzzle/strategy game. An assembled, linear version of the dynamic in-game music, with two versions of the music: Serenity, a SNES-style symphonic mix, and Chaos, a heavy electronic mix. Music composed and produced by Robby Duguay Game by Golden Gear ( FateTectonics.com ) Art by Rosemary Brennan released September 9, 2015",,
Fateful Lore,https://stonehollow.itch.io/fateful-lore,?,,,"""Many years ago, the Kingdom of Damerel was attacked by the demoness Daglaxaak . War raged, but Daglaxaak was too powerful. When all hope was lost, a warrior by the name of Egmulf managed to banish the demon warlord to another dimension, where she was trapped for good. But peace may not last much longer, for the magic that has been keeping Daglaxaak from coming back is weakening ! And it's up to you - the greatest of the King's warriors - to venture forth and prevent chaos from ensuing once agai",,
Fatum Betula,https://bryce-bucher.itch.io/fatum-betula,?,,,"______________________________________________________________________________________ Placed in a world without change, you must create fate by watering an ancient plant. Determine a future and live with it. ______________________________________________________________________________________ Get the Soundtrack Here ______________________________________________________________________________________ CONTROLS: Walk - WASD Run - Shift Inventory - Tab Interact - E Use - Left Mouse Save Menu - F",,
Feud,https://bearwaves.itch.io/feud,MIXED,+abstract -board game,,"Feud is a turn-based strategy game made by some guys you haven't heard of yet. Originally a board game designed by Dave Cordell, it's been polished and tweaked and generally mucked about with to bring it to the glowing screen you're reading this description on. Unless you printed it out? Think of the trees. Please. Condensed abstract strategy! Imagine chess, but on a four-by-four grid, where pieces are swapped rather than moved, each piece has its own special ability and-- OK, not so much like c",,
"Fire Red And Water Blue, The Legend Of the Omega Stone",https://itsmedevroland.itch.io/fire-red-and-water-blue-the-legend-of-the-omega-stone,MIXED,+fps -rpg maker,,"What is Fire Red and Water Blue? > Fire Red and Water Blue is my small Project with storylines for an elemental war, which includes Side View Battling(Still In Development Access), And More Lore which will fits the Why Wont You love ME game Ive made from the passed days... FRWB THE LEGEND OF OMEGA STONE IS NOW FINISHED WE NO LONGER UPDATE, FIX BUGS INSTEAD WE ARE FOCUSING IN ANOTHER FRWB GAME, PLEASE WAIT FOR 12/23/2021 FOR NEWS OR EARLIER... PROBABLY IM GONNA BE A SH** AND POST THE GAME BEFORE ",,
Firemakaf,https://successstudios.itch.io/firemakaf,KEEP,+adventure game,,"If you enjoy my work, wishlist Yuma Will Burn on Steam! https://store.steampowered.com/app/1961330/Yuma_Will_Burn/ Firemakaf is an action-adventure game that focuses on exploration and player freedom. It takes inspiration from the first Zelda game, and it intends to revamp and modernize that formula to provide a modern retro experience. It has been in development for one year now, and includes four dungeons, alongside a large grasslands area to explore,  towns, NPC's, and a large variety of enem",,
Fish Fly Fever,https://froachclub.itch.io/fish-fly-fever,MIXED,+creature -cute,,"The Fish Fly is back in a brand new, chaotic cute-em-up. Fish Flys are microscopic creatures that exist in the depths of Planet Overling. They've been sent on an important mission: to take out the deadly trio that has been terrorizing their home turf. Spin left or right to attack planktons with your constant stream of bubbles you leave behind. Popping planktons creates a gem for you to collect; if you collect them quickly enough you'll enter FEVER mode, granting you immense power. Once you have ",,
Fish'n Feathers for Playdate,https://vogelscript.itch.io/fish-n-feathers,KEEP,+fps,,"Welcome to the strange seaside town of Featherston, where fish are falling from the sky. You play as a hungry penguin who ate the town's only fishing rod, and now must use it to support their rapid growth. Try to collect all the fish while surviving to get a new high score in this arcade fishing mashup inspired by Bird & Beans. Features Two play modes: Classic and Advanced Optional but intuitive crank controls 16 unique fish to catch High score tracking 30 FPS on device (most of the time) Gamepl",,
Fishing RPG,https://sethpaxton.itch.io/fishing-rpg,?,,,"Originally made in 48 hours for RPGjam 2020 , since updated with more fish, more animations, a cat, bugfixes, and better platform support. Controls: Arrow Keys or WASD to move Space to start fishing (when near the edge of the boat) Use mouse to click buttons in the battle screen Esc to bring up Pause Menu on deck",,
